CSS_mapping,utterance,intent_level_3,intent_level_2,intent_level_1
Cartridge errors displayed via error message including issues such as printer unable to read the cartridge or cartridge sensor error.  ,i have a cartridge problem,cartridge error,Cartridge Issue,Print Device
Cartridge errors displayed via error message including issues such as printer unable to read the cartridge or cartridge sensor error.  ,i have a cartridge problem that i have not been able to clear following the directions on the app and website,cartridge error,Cartridge Issue,Print Device
Cartridge errors displayed via error message including issues such as printer unable to read the cartridge or cartridge sensor error.  ,i have a faulty in cartridge,cartridge error,Cartridge Issue,Print Device
Cartridge errors displayed via error message including issues such as printer unable to read the cartridge or cartridge sensor error.  ,i have a hp officejet pro 8715 printer cn7crbton2 and i put a black 952xl cartridge n9k29bn and it said that it would not work because it isn't the right generation? why can't i use this cartridge?,cartridge error,Cartridge Issue,Print Device
Issue or error with managing and making changes to an account - unrelated to access or cancellation.  ,i have an instant ink account and it doesn't recognize my sign in information. i can't print on my printer until my printer is enrolled into the account,account management issue,Account Management,Account
Issue or error with managing and making changes to an account - unrelated to access or cancellation.  ,i have tried changing my bank details but when it goes to verify with my bank it's not allowing me to click on np to say it's verified,account management issue,Account Management,Account
Issue or error with managing and making changes to an account - unrelated to access or cancellation.  ,"hello, i'm trying to update my payment information because i cannot print until i do",account management issue,Account Management,Account
Issue or error with managing and making changes to an account - unrelated to access or cancellation.  ,"i cancelled my automatic ink acct., so i don't want to update payment method",account management issue,Account Management,Account
Issue or error with managing and making changes to an account - unrelated to access or cancellation.  ,i am signed up and received billing every month for my pages but this scene shows that i do not have an account,account management issue,Account Management,Account
Issue or error with managing and making changes to an account - unrelated to access or cancellation.  ,"i already updated my payment information, and i need to print 3 pages immediately",account management issue,Account Management,Account
Issue or error with managing and making changes to an account - unrelated to access or cancellation.  ,"i will never buy another hp product after reading about your ""instant cartridges"" conditions. you are dishonest and taking advantage of consumers with your print cartridge scam.",account management issue,Account Management,Account
